HB0986	Nat	M	45.457179	-75.676253	1954
HB0916	Dist	F	39.82083333	-84.01944444	1955
HB0985	Dist	F	45.19477	-75.78076	1955
HB0917	Ag	F	40.67861111	-84.51861111	1956
HB0998	Dist	M	44.988422	-74.996022	1958
HB0939	Dist	F	42.86879	-79.617923	1960
HB0941	Nat		44.828922	-75.554629	1960
HB0993	Dist		42.957915	-82.393943	1960
HB0995	Nat		44.951292	-75.483802	1960
HB1003	Ag	M	43.455939	-80.290772	1961
HB1006	Ag	M	43.455939	-80.290772	1961
HB0976	Nat	F	40.720818	-89.597212	1962
HB0991	Nat	F	45.13414	-74.575361	1964
HB1007	Nat	F	43.030996	-81.349254	1966
HB0977	Nat	M	41.542549	-83.689433	1967
HB0929	Ag	F	37.09524	-96.07752	1970
HB0930	Ag	F	37.79382	-95.16832	1973
HB0931	Ag	F	39.70289	-95.30739	1981
HB0944	Dist	F	45.274525	-76.088545	1985
HB0942	Nat	F	42.568369	-82.504545	1986
HB0956	Nat	F	42.05088	-83.056715	1986
HB0945	Nat	F	44.485637	-79.99545	1988
HB0989	Nat	F	41.93464	-82.505179	1988
HB0997	Nat		42.847407	-79.555433	1988
HB0958	Dist		45.559302	-75.064719	1989
HB0948	Nat	M	43.89161	-81.312795	1990
HB0918	Nat	M	41.03944444	-84.15694444	1991
HB0943	Nat	F	43.174444	-79.375015	1991
HB0962	Nat	F	42.917996	-81.441417	1993
HB0932	Ag	M	37.29416	-95.210223	1994
HB0963	Dist	F	43.06736	-79.084574	1995
HB0947	Nat	M	43.997787	-77.729332	1997
HB0990	Nat	M	41.683999	-82.682764	1998
HB0913	Ag	M	39.959059	-90.611708	2000
HB0950	Ag	M	41.766065	-84.227971	2001
HB0912	Ag	M	41.457917	-88.308444	2005
HB0978	Ag	F	38.779167	-89.640556	2005
HB0923	Ag	F	39.43257	-87.380135	2007
HB0979	Nat	F	38.665567	-90.70705	2009
HB0980	Nat		40.634567	-91.179467	2009
HB0981	Nat	M	38.911389	-91.592778	2010
HB0982	Dist	F	37.923333	-89.893333	2011
342	Ag	F	40.55406597	-89.48221204	2019
450	Nat	F	41.31732501	-86.746256	2019
503	Ag	F	41.06360497	-83.78943597	2019
556	Ag		38.63920603	-91.51230698	2019
4801	Ag	M	38.63920603	-91.51230698	2019
4802	Ag	F	40.55406597	-89.48221204	2019
4803	Nat	F	39.393248	-88.163216	2019
4806	Nat	F	38.65643696	-90.73639403	2019
4809	Nat	F	40.57469501	-89.65567603	2019
4810	Nat	M	38.732444	-89.277403	2019
4813	Nat	F	38.927036	-95.241462	2019
4814	Ag	F	39.463458	-91.98047097	2019
4819	Nat	M	40.87326997	-88.62446599	2019
4820	Ag	M	40.17519498	-90.26269396	2019
4821	Nat	F	38.66783702	-91.55559699	2019
4822	Nat	M	38.732444	-89.277403	2019
4826	Nat	M	38.699066	-90.068054	2019
4828	Ag	M	38.988681	-95.215847	2019
4830	Nat	F	39.46407096	-91.68243396	2019
4832	Nat	M	41.15132703	-87.89857297	2019
4841	Nat	M	40.87326997	-88.62446599	2019
4846	Nat	M	38.927036	-95.241462	2019
4850	Ag	F	41.06360497	-83.78943597	2019
4854	Ag	F	39.305104	-88.139778	2019
4860	Nat	M	40.57469501	-89.65567603	2019
4861	Ag	F	39.305104	-88.139778	2019
4862	Ag	F	38.782048	-95.171401	2019
4866	Nat	F	38.699066	-90.068054	2019
4869	Nat	F	39.001464	-95.239938	2019
4873	Ag	F	41.16467102	-87.81988903	2019
4875	Ag	F	41.37218297	-83.79889	2019
4876	Nat	F	41.55656599	-83.66247503	2019
4882	Nat	M	39.46407096	-91.68243396	2019
4886	Ag	M	38.755485	-89.272475	2019
4887	Ag	F	40.82949003	-88.66930699	2019
4888	Nat	F	41.55656599	-83.66247503	2019
4891	Nat	M	41.31732501	-86.746256	2019
4895	Ag	F	38.782048	-95.171401	2019
4899	Ag	M	38.755485	-89.272475	2019
4902	Nat	M	38.66783702	-91.55559699	2019
4907	Ag	F	39.305104	-88.139778	2019
4909	Ag	M	41.16467102	-87.81988903	2019
4912	Nat	F	39.393248	-88.163216	2019
4917	Ag	M	41.37218297	-83.79889	2019
4919	Nat	F	39.05562996	-84.89810603	2019
4921	Nat	F	38.927036	-95.241462	2019
4925	Nat	F	38.699066	-90.068054	2019
4928	Ag	F	38.755485	-89.272475	2019
4933	Nat	M	39.001464	-95.239938	2019
4935	Ag	M	38.670222	-90.065665	2019
4939	Nat	M	38.66783702	-91.55559699	2019
4944	Nat	F	40.12487104	-90.36914203	2019
4948	Ag	M	38.63920603	-91.51230698	2019
4955	Ag	F	41.37218297	-83.79889	2019
4958	Nat	F	38.732444	-89.277403	2019
4960	Nat	F	41.31732501	-86.746256	2019
4964	Nat	M	39.05562996	-84.89810603	2019
4965	Ag	F	40.55406597	-89.48221204	2019
4966	Ag	F	39.305104	-88.139778	2019
4968	Nat	F	39.001464	-95.239938	2019
4977	Nat	F	40.87326997	-88.62446599	2019
4979	Nat	M	39.393248	-88.163216	2019
4981	Ag	F	38.63920603	-91.51230698	2019
4982	Ag	M	41.35604002	-86.73699299	2019
4984	Nat	M	38.732444	-89.277403	2019
4989	Ag	M	41.16467102	-87.81988903	2019
5002	Nat	F	41.03727398	-83.81345096	2019
5006	Nat	F	41.15132703	-87.89857297	2019
5008	Ag	M	38.755485	-89.272475	2019
5015	Ag	M	41.37218297	-83.79889	2019
5018	Ag	M	41.06360497	-83.78943597	2019
5031	Nat	M	38.558781	-90.447501	2019
5032	Ag	F	41.37218297	-83.79889	2019
5040	Nat	F	41.55656599	-83.66247503	2019
5053	Nat	M	39.001464	-95.239938	2019
5061	Ag	M	39.463458	-91.98047097	2019
5066	Nat	M	41.55656599	-83.66247503	2019
5073	Ag	F	38.988681	-95.215847	2019
5079	Nat	M	39.393248	-88.163216	2019
5084	Ag	F	38.66890403	-90.63545798	2019
5086	Ag	M	41.37218297	-83.79889	2019
5089	Nat	F	38.65643696	-90.73639403	2019
5097	Ag	F	38.755485	-89.272475	2019
5098	Ag	F	41.16467102	-87.81988903	2019
5099	Ag	M	38.670222	-90.065665	2019
5100	Nat	F	38.927036	-95.241462	2019
5102	Ag	F	38.988681	-95.215847	2019
5105	Nat	M	38.927036	-95.241462	2019
5110	Nat	F	39.05562996	-84.89810603	2019
5115	Nat	M	39.05562996	-84.89810603	2019
5116	Nat	F	38.732444	-89.277403	2019
5117	Ag	M	41.16467102	-87.81988903	2019
5122	Ag	F	41.06360497	-83.78943597	2019
5125	Nat	F	41.15132703	-87.89857297	2019
5134	Ag	F	39.01893298	-84.92674196	2019
5136	Ag	F	39.01893298	-84.92674196	2019
5137	Nat	F	40.87326997	-88.62446599	2019
5138	Nat	F	41.55656599	-83.66247503	2019
5142	Ag	F	41.35604002	-86.73699299	2019
5144	Ag	M	39.01893298	-84.92674196	2019
5145	Ag	F	40.17519498	-90.26269396	2019
5147	Ag	F	38.755485	-89.272475	2019
5150	Ag	M	39.305104	-88.139778	2019
5151	Nat	F	38.732444	-89.277403	2019
5156	Nat	M	41.15132703	-87.89857297	2019
5157	Nat	M	38.65643696	-90.73639403	2019
5161	Nat	M	38.558781	-90.447501	2019
5163	Nat	F	38.927036	-95.241462	2019
5165	Ag	M	38.755485	-89.272475	2019
5169	Nat	M	41.55656599	-83.66247503	2019
5170	Ag	F	38.6589929	-90.7440433	2019
5171	Nat	M	39.001464	-95.239938	2019
5176	Ag	M	38.66890403	-90.63545798	2019
5183	Nat	F	41.31732501	-86.746256	2019
5189	Nat	M	41.15132703	-87.89857297	2019
5197	Ag	F	38.670222	-90.065665	2019
5202	Nat	F	39.393248	-88.163216	2019
5203	Ag	M	38.782048	-95.171401	2019
5204	Nat	F	38.927036	-95.241462	2019
5205	Nat	M	39.46407096	-91.68243396	2019
5206	Nat	F	39.393248	-88.163216	2019
5208	Nat	F	40.12487104	-90.36914203	2019
5209	Nat	F	38.699066	-90.068054	2019
5213	Nat	M	40.57469501	-89.65567603	2019
5216	Ag	M	41.06360497	-83.78943597	2019
5219	Nat	M	41.03727398	-83.81345096	2019
5220	Nat	M	38.65643696	-90.73639403	2019
5221	Nat	M	41.31732501	-86.746256	2019
5222	Ag	M	41.16467102	-87.81988903	2019
5223	Nat	F	38.732444	-89.277403	2019
5225	Ag	M	38.988681	-95.215847	2019
5227	Ag	F	38.66890403	-90.63545798	2019
5233	Ag	F	40.17519498	-90.26269396	2019
5234	Ag	M	38.6589929	-90.7440433	2019
5238	Ag	M	38.988681	-95.215847	2019
5239	Ag	F	38.755485	-89.272475	2019
5242	Ag	F	38.755485	-89.272475	2019
5244	Ag	F	38.988681	-95.215847	2019
5247	Ag	F	41.35604002	-86.73699299	2019
5249	Ag	M	38.66890403	-90.63545798	2019
5258	Ag	F	38.670222	-90.065665	2019
5261	Ag	M	39.305104	-88.139778	2019
5262	Ag	M	40.82949003	-88.66930699	2019
5264	Ag	M	38.782048	-95.171401	2019
5268	Ag	M	41.35604002	-86.73699299	2019
5270	Ag	M	38.6589929	-90.7440433	2019
5271	Ag	F	38.988681	-95.215847	2019
5277	Nat	F	40.87326997	-88.62446599	2019
5284	Nat	M	38.699066	-90.068054	2019
5285	Ag	F	41.16467102	-87.81988903	2019
5287	Ag	F	38.782048	-95.171401	2019
5294	Nat	F	41.03727398	-83.81345096	2019
5296	Ag	M	38.988681	-95.215847	2019
5300	Nat	F	40.57469501	-89.65567603	2019
5312	Nat	F	38.732444	-89.277403	2019
5316	Nat	M	40.12487104	-90.36914203	2019
5317	Nat	M	39.001464	-95.239938	2019
5320	Nat	M	38.66783702	-91.55559699	2019
5321	Nat	M	39.001464	-95.239938	2019
5323	Ag	M	39.305104	-88.139778	2019
5325	Nat	M	40.57469501	-89.65567603	2019
5326	Nat	M	41.15132703	-87.89857297	2019
5329	Nat	M	40.12487104	-90.36914203	2019
5330	Nat	M	41.03727398	-83.81345096	2019
5333	Ag	M	41.37218297	-83.79889	2019
5334	Nat	M	40.12487104	-90.36914203	2019
5337	Nat	M	41.55656599	-83.66247503	2019
5343	Nat	M	38.558781	-90.447501	2019
5346	Ag	M	39.305104	-88.139778	2019
5348	Nat	F	40.57469501	-89.65567603	2019
5357	Ag	F	39.305104	-88.139778	2019
5359	Ag	F	39.01893298	-84.92674196	2019
5368	Nat	F	38.66783702	-91.55559699	2019
5369	Nat	F	39.001464	-95.239938	2019
5375	Nat	F	39.393248	-88.163216	2019
5377	Nat	F	38.558781	-90.447501	2019
5378	Nat	M	38.732444	-89.277403	2019
5380	Ag	M	40.17519498	-90.26269396	2019
5381	Ag	F	38.670222	-90.065665	2019
5385	Nat	M	39.393248	-88.163216	2019
5387	Ag	F	38.63920603	-91.51230698	2019
5389	Nat	F	41.03727398	-83.81345096	2019
5393	Ag	M	39.305104	-88.139778	2019
5394	Ag	M	38.66890403	-90.63545798	2019
5395	Nat	M	38.558781	-90.447501	2019
5396	Nat	M	39.393248	-88.163216	2019
5400	Ag	M	38.63920603	-91.51230698	2019
