Sample,Homo,Het,Haploid.Cov,Error.Rate,Model.Fit,Genome.Size..b.,Genome.Size..Mb.,Label,Pop.x,Family,Env.x,Sex,Treatment,Sample.1,EPSPS_het,EPSPS_cov,EPSPS_copy,EPSPS_err,EPSPS_fit,EPSPS_length,scaling,EPSPS_scaledcov,EPSPS_scaledcopy,EPSPS_mapped_cov_mean,EPSPS_mapped_cov_var,Env.y,Pop.y,Lat,Long,Pair,plinkorder,sample2,Long,Lat
5296,97.5,2.51,13,0.00218,0.525,542481862,542.481862,Nunemaker_Ag_157_M_So,Nunemaker,157,Ag,M,So,5296,0.00533,42.7,3.210526316,0.00664,2.42,11606,1.1606,49.55762,3.726136842,3.667131,0.609717,Agricultural,Nunemaker,38.988681,-95.215847,16,78,5296,-95.215847,38.988681
5300,97,3.04,13,0.00306,0.918,521031982,521.031982,Pekin_Nat_23_F_Co,Pekin,23,Nat,F,Co,5300,4.33E-02,11.5,0.8846153846,0.00401,1.55,15640,1.564,17.986,1.383538462,1.020997,0.088522,Natural,Pekin,40.57469501,-89.65567603,12,172,5300,-89.65567603,40.57469501
5312,96.8,3.23,11.6,0.00142,0.809,575441057,575.441057,Keysport_Nat_141_F_So,Keysport,141,Nat,F,So,5312,0.0282,12.4,0.9538461538,0.00622,0.225,11065,1.1065,13.7206,1.055430769,1.017607,0.340075,Natural,Keysport,38.732444,-89.277403,5,175,5312,-89.277403,38.732444
5316,96.6,3.44,12.2,0.00227,0.838,556450998,556.450998,Browning_Nat_121_M_Co,Browning,121,Nat,M,Co,5316,0.00845,13.5,1.163793103,0.00513,1.09,11134,1.1134,15.0309,1.295767241,1.00618,0.426651,Natural,Browning,40.12487104,-90.36914203,11,176,5316,-90.36914203,40.12487104
5317,97.4,2.61,13.1,0.00202,0.664,555748530,555.74853,Kansas_Nat_171_M_Co,Kansas,171,Nat,M,Co,5317,0.0216,12.9,1.057377049,0.00479,0.191,12152,1.2152,15.67608,1.28492459,1.026731,0.117816,Natural,Kansas,39.001464,-95.239938,16,163,5317,-95.239938,39.001464
5320,97.2,2.78,14.9,0.00286,0.885,518257373,518.257373,Gascondale_Nat_85_M_Co,Gascondale,85,Nat,M,Co,5320,0.0199,15.4,1.175572519,0.00333,0.69,12133,1.2133,18.68482,1.426322137,1.191073,0.108859,Natural,Gascondale,38.66783702,-91.55559699,9,138,5320,-91.55559699,38.66783702
5321,97.4,2.61,13.2,0.00265,1.11,522437113,522.437113,Kansas_Nat_156_M_So,Kansas,156,Nat,M,So,5321,0.082,16.1,1.080536913,0.00819,1.31,10669,1.0669,17.17709,1.152824832,1.144478,0.430513,Natural,Kansas,39.001464,-95.239938,16,178,5321,-95.239938,39.001464
5323,97,2.99,11.2,0.00188,0.654,570995144,570.995144,Greenup_Ag_140_M_Co,Greenup,140,Ag,M,Co,5323,0.00126,47.2,3.575757576,0.00556,0.611,11134,1.1134,52.55248,3.981248485,4.112547,0.773469,Agricultural,Greenup,39.305104,-88.139778,4,44,5323,-88.139778,39.305104
5325,96.6,3.44,15.8,0.00304,1.13,531450328,531.450328,Pekin_Nat_91_M_So,Pekin,91,Nat,M,So,5325,0.0325,16.2,1.446428571,0.00539,0.837,10965,1.0965,17.7633,1.586008929,1.031097,0.240118,Natural,Pekin,40.57469501,-89.65567603,12,183,5325,-89.65567603,40.57469501
5326,96.2,3.78,13.6,0.00196,1.13,569607625,569.607625,Kakanee_Nat_95_M_Wa,Kakanee,95,Nat,M,Wa,5326,0.0316,15.1,0.9556962025,0.00809,0.882,10477,1.0477,15.82027,1.001282911,1.030279,0.605656,Natural,Kakanee,41.15132703,-87.89857297,14,174,5326,-87.89857297,41.15132703
5329,96.9,3.14,12.9,0.00222,0.839,563866410,563.86641,Browning_Nat_55_M_Wa,Browning,55,Nat,M,Wa,5329,0.0289,13.2,0.9705882353,0.00625,1.63,11878,1.1878,15.67896,1.152864706,0.978522,0.458694,Natural,Browning,40.12487104,-90.36914203,11,96,5329,-90.36914203,40.12487104
5330,97.1,2.95,12.9,0.00226,0.672,556247924,556.247924,Blanchard_Nat_37_M_Co,Blanchard,37,Nat,M,Co,5330,0.171,24.1,1.868217054,0.0214,0.521,4464,0.4464,10.75824,0.833972093,1.049186,0.396784,Natural,Blanchard,41.03727398,-83.81345096,2,98,5330,-83.81345096,41.03727398
5333,97.1,2.86,12.9,0.00207,0.82,548960878,548.960878,Weston_Ag_70_M_Co,Weston,70,Ag,M,Co,5333,0.0306,14.8,1.147286822,0.00506,0.713,11470,1.147,16.9756,1.315937984,1.155373,0.379922,Agricultural,Weston,41.37218297,-83.79889,1,22,5333,-83.79889,41.37218297
5334,96.6,3.43,13.5,0.00219,0.925,567156192,567.156192,Browning_Nat_149_M_Wa,Browning,149,Nat,M,Wa,5334,0.027,13.8,1.069767442,0.00672,0,10738,1.0738,14.81844,1.148716279,0.995081,0.312909,Natural,Browning,40.12487104,-90.36914203,11,184,5334,-90.36914203,40.12487104
5337,96.1,3.94,12.6,0.00241,1.1,540859892,540.859892,Maume_Nat_103_M_Wa,Maume,103,Nat,M,Wa,5337,0.00305,11.4,0.8444444444,0.00658,3.58,15277,1.5277,17.41578,1.290057778,1.118316,0.364485,Natural,Maume,41.55656599,-83.66247503,1,187,5337,-83.66247503,41.55656599
5343,97.4,2.6,12.2,0.00263,0.929,563821797,563.821797,Greentree_Nat_47_M_So,Greentree,47,Nat,M,So,5343,0.0122,35.5,2.817460317,0.00512,1.92,11367,1.1367,40.35285,3.202607143,2.978259,0.884459,Natural,Greentree,38.558781,-90.447501,7,38,5343,-90.447501,38.558781
5346,97.3,2.66,12.2,0.00245,0.796,538792752,538.792752,Greenup_Ag_110_M_Wa,Greenup,110,Ag,M,Wa,5346,0.0193,13.2,1.081967213,0.00558,0.362,10661,1.0661,14.07252,1.153485246,1.103935,0.209796,Agricultural,Greenup,39.305104,-88.139778,4,13,5346,-88.139778,39.305104
5348,97.1,2.88,16.4,0.00304,1.07,503688302,503.688302,Pekin_Nat_57_F_Co,Pekin,57,Nat,F,Co,5348,0.0189,17.9,1.467213115,0.00595,1.33,10968,1.0968,19.63272,1.609239344,1.165779,0.191303,Natural,Pekin,40.57469501,-89.65567603,12,12,5348,-89.65567603,40.57469501
5357,96.6,3.38,13.8,0.00241,1.04,538116173,538.116173,Greenup_Ag_196_F_Co,Greenup,196,Ag,F,Co,5357,0.0183,14.4,0.8780487805,0.0048,2.39,12833,1.2833,18.47952,1.1268,1.11459,0.219389,Agricultural,Greenup,39.305104,-88.139778,4,11,5357,-88.139778,39.305104
5359,97,2.99,13.5,0.00197,0.654,561555240,561.55524,AgLaughrey_Ag_6_F_Wa,AgLaughrey,6,Ag,F,Wa,5359,0.00342,31.2,2.260869565,0.00649,1.57,11135,1.1135,34.7412,2.517478261,2.448496,0.322776,Agricultural,AgLaughrey,39.01893298,-84.92674196,3,10,5359,-84.92674196,39.01893298
5368,97.4,2.59,13.8,0.00201,0.661,539475306,539.475306,Gascondale_Nat_17_F_Wa,Gascondale,17,Nat,F,Wa,5368,0.0019,33.7,2.496296296,0.00567,1.37,11530,1.153,38.8561,2.87822963,2.741301,0.451433,Natural,Gascondale,38.66783702,-91.55559699,9,153,5368,-91.55559699,38.66783702
5369,97,3.03,12.4,0.00244,0.745,532493473,532.493473,Kansas_Nat_31_F_Co,Kansas,31,Nat,F,Co,5369,0.014,11,0.7971014493,0.00323,3.37,27477,2.7477,30.2247,2.190195652,1.077909,0.240758,Natural,Kansas,39.001464,-95.239938,16,9,5369,-95.239938,39.001464
5375,90.2,9.79,19.1,0.0109,1.03,251125492,251.125492,FoxRidge_Nat_41_F_Co,FoxRidge,41,Nat,F,Co,5375,0.141,21,1.693548387,0.0182,0.362,4722,0.4722,9.9162,0.7996935484,1.114667,0.196394,Natural,FoxRidge,39.393248,-88.163216,4,8,5375,-88.163216,39.393248
5377,97.3,2.73,13.3,0.00193,0.625,544680991,544.680991,Greentree_Nat_81_F_Wa,Greentree,81,Nat,F,Wa,5377,0.0222,12.5,0.6544502618,0.00358,0.657,13517,1.3517,16.89625,0.8846204188,1.107118,0.254838,Natural,Greentree,38.558781,-90.447501,7,7,5377,-90.447501,38.558781
5378,96.9,3.12,11.7,0.0025,0.579,543214345,543.214345,Keysport_Nat_111_M_Wa,Keysport,111,Nat,M,Wa,5378,0.0154,12,0.9022556391,0.00427,0.83,12446,1.2446,14.9352,1.122947368,1.158623,0.116197,Natural,Keysport,38.732444,-89.277403,5,6,5378,-89.277403,38.732444
5380,97,2.97,18.2,0.00283,0.991,511656529,511.656529,Hickory_Ag_56_M_Co,Hickory,56,Ag,M,Co,5380,0.00334,19.6,1.675213675,0.00355,0.565,10844,1.0844,21.25424,1.816601709,1.13122,0.122019,Agricultural,Hickory,40.17519498,-90.26269396,11,95,5380,-90.26269396,40.17519498
5381,97.4,2.59,12,0.00196,0.787,565790904,565.790904,Granite_Ag_12_F_Wa,Granite,12,Ag,F,Wa,5381,0.0166,10.9,0.5989010989,0.00584,0.202,12083,1.2083,13.17047,0.7236521978,0.97563,0.108648,Agricultural,Granite,38.670222,-90.065665,6,5,5381,-90.065665,38.670222
5385,97.1,2.9,15.3,0.002,0.862,538461673,538.461673,FoxRidge_Nat_162_M_Co,FoxRidge,162,Nat,M,Co,5385,0.0267,15.7,1.308333333,0.0051,0.388,10405,1.0405,16.33585,1.361320833,1.000491,0.137205,Natural,FoxRidge,39.393248,-88.163216,4,4,5385,-88.163216,39.393248
5387,97.3,2.65,13.2,0.00281,1,521948161,521.948161,Hernan_Ag_167_F_So,Hernan,167,Ag,F,So,5387,0.0028,35.5,2.320261438,0.0068,2.64,10948,1.0948,38.8654,2.540222222,2.869221,0.619931,Agricultural,Hernan,38.63920603,-91.51230698,9,121,5387,-91.51230698,38.63920603
5389,97.3,2.66,12.5,0.00307,0.7,541043570,541.04357,Blanchard_Nat_137_F_So,Blanchard,137,Nat,F,So,5389,0.164,24.3,1.840909091,0.0199,0.839,4872,0.4872,11.83896,0.8968909091,1.078935,0.155271,Natural,Blanchard,41.03727398,-83.81345096,2,45,5389,-83.81345096,41.03727398
5393,97.1,2.92,13.8,0.00188,0.935,558304707,558.304707,Greenup_Ag_42_M_Co,Greenup,42,Ag,M,Co,5393,2.03E-02,13.7,1.096,0.00355,1.47,12150,1.215,16.6455,1.33164,1.04541,0.159673,Agricultural,Greenup,39.305104,-88.139778,4,16,5393,-88.139778,39.305104
5394,97.4,2.6,13.6,0.00204,0.676,541761522,541.761522,Chesterfield_Ag_146_M_Wa,Chesterfield,146,Ag,M,Wa,5394,0.00141,50.1,3.630434783,0.00553,1.32,11538,1.1538,57.80538,4.188795652,4.043677,0.58235,Agricultural,Chesterfield,38.66890403,-90.63545798,7,3,5394,-90.63545798,38.66890403
5395,97.2,2.83,12.9,0.00188,0.729,562375880,562.37588,Greentree_Nat_13_M_So,Greentree,13,Nat,M,So,5395,0.0155,125,9.191176471,0.00759,3.28,7548,0.7548,94.35,6.9375,9.181159,2.141055,Natural,Greentree,38.558781,-90.447501,7,2,5395,-90.447501,38.558781
5396,97.3,2.75,12,0.00212,0.816,560863726,560.863726,FoxRidge_Nat_177_M_Wa,FoxRidge,177,Nat,M,Wa,5396,0.0515,14.8,1.147286822,0.00501,1.5,10090,1.009,14.9332,1.157612403,1.015048,0.093582,Natural,FoxRidge,39.393248,-88.163216,4,1,5396,-88.163216,39.393248
5400,97.5,2.54,13.6,0.00295,0.882,513445143,513.445143,Hernan_Ag_148_M_Co,Hernan,148,Ag,M,Co,5400,0.0167,34.8,2.9,0.00498,1.77,11056,1.1056,38.47488,3.20624,2.793165,0.4582,Agricultural,Hernan,38.63920603,-91.51230698,9,155,5400,-91.51230698,38.63920603
